task_id,source_system,source_ref,department,task_type_id,asset_id,location_kind,block_section_id,station_code,start_km,end_km,line_id,origin,raised_date,days_pending,severity,deadline,safety_critical,access_required,requested_duration_min,crew_required,machine_required,materials_ready,season_restricted,night_permitted,status
ENG-2025-04067,TMS,TMS-04067,ENG,ENG-TURNOUT-TAMP,TO-TNP-04,node,,TNP,5.00,5.00,,overdue,2025-09-10,109,minor,2025-10-29,false,traffic_block,223,9,tamper,true,true,true,done
TRD-2026-01025,TDMS,TDMS-01025,TRD,TRD-OHE-EARTHING,OHE-TITRL-12,edge,TI-TRL-DN_SUB,,33.26,34.26,DN_SUB,overdue,2026-06-23,13,minor,,false,power_block,56,3,none,true,false,true,done
ENG-2025-04068,TMS,TMS-04068,ENG,ENG-USFD-TEST,RL-MJRPON-03,edge,MJR-PON-DN,,33.12,35.00,DN,overdue,2025-11-19,74,2,,false,traffic_block,127,3,USFD_car,true,false,true,done
SNT-2026-00525,SMMS,SMMS-00525,SNT,SNT-TRACK-CIRCUIT,TC-PONGPD-07,edge,PON-GPD-UP,,45.68,46.18,UP,proactive,2026-02-21,146,minor,,false,disconnection,94,3,none,true,true,true,done
ENG-2025-04069,TMS,TMS-04069,ENG,ENG-CURVE-REALIGN,BL-PVTBM-03,edge,PV-TBM-DN_SUB,,24.51,25.31,DN_SUB,routine,2025-12-28,172,major,,false,traffic_block,222,11,tamper,true,true,true,deferred
ENG-2026-04070,TMS,TMS-04070,ENG,ENG-RAIL-RENEWAL,RL-MASBBQ-03,edge,MAS-BBQ-UP,,0.56,1.06,UP,defect,2026-03-03,48,1,2026-03-19,true,traffic_block,397,24,none,true,true,true,done
ENG-2026-04071,TMS,TMS-04071,ENG,ENG-DRAIN-CLEAR,,edge,MSB-MS-DN,,0.16,1.66,DN,overdue,2026-04-13,90,critical,2026-05-04,true,none,203,6,none,true,true,false,done
ENG-2025-04072,TMS,TMS-04072,ENG,ENG-SLEEPER-RENEWAL,SL-ENRMJR-07,edge,ENR-MJR-UP,,17.68,18.18,UP,defect,2025-09-18,352,major,,false,traffic_block,379,19,none,true,true,true,done
TRD-2025-01026,TDMS,TDMS-01026,TRD,TRD-OHE-WIRE-RENEW,CW-TRLAJJ-02,edge,TRL-AJJ-DN,,57.19,58.19,DN,defect,2025-12-31,95,minor,2026-02-12,false,power_block,383,10,OHE_tower_car,true,true,true,cancelled
ENG-2026-04073,TMS,TMS-04073,ENG,ENG-SLEEPER-RENEWAL,SL-TNPENR-03,edge,TNP-ENR-DN,,12.65,13.15,DN,defect,2026-02-13,183,major,,false,traffic_block,293,19,none,true,true,true,done
ENG-2026-04074,TMS,TMS-04074,ENG,ENG-SLEEPER-RENEWAL,SL-BBQPER-01,edge,BBQ-PER-DN,,4.92,5.00,DN,defect,2026-03-15,159,minor,,false,traffic_block,398,20,none,true,true,true,done
ENG-2026-04075,TMS,TMS-04075,ENG,ENG-USFD-TEST,RL-ABUAVD-06,edge,ABU-AVD-DN_SUB,,19.13,21.00,DN_SUB,routine,2026-05-26,46,2,,false,traffic_block,132,3,USFD_car,true,false,true,done
SNT-2026-00526,SMMS,SMMS-00526,SNT,SNT-TRACK-CIRCUIT,TC-MSMBM-06,edge,MS-MBM-DN_SUB,,8.12,8.62,DN_SUB,overdue,2026-08-05,17,major,2026-09-21,false,disconnection,84,3,none,true,true,true,done
SNT-2026-00527,SMMS,SMMS-00527,SNT,SNT-TRACK-CIRCUIT,TC-TRLAJJ-23,edge,TRL-AJJ-UP,,43.74,44.24,UP,routine,2026-01-04,75,minor,,false,disconnection,92,3,none,true,true,true,done
SNT-2026-00528,SMMS,SMMS-00528,SNT,SNT-TRACK-CIRCUIT,TC-TITRL-06,edge,TI-TRL-DN_SUB,,39.92,40.42,DN_SUB,routine,2026-08-29,3,minor,,false,disconnection,95,3,none,true,true,true,done
SNT-2026-00529,SMMS,SMMS-00529,SNT,SNT-CABLE-LAY,,edge,BBQ-TNP-DN,,2.65,3.65,DN,defect,2026-08-05,33,major,,false,none,345,9,none,true,true,false,scheduled
ENG-2026-04076,TMS,TMS-04076,ENG,ENG-SLEEPER-RENEWAL,SL-TMLPTKO-01,edge,TMLP-TKO-SINGLE,,109.84,110.34,SINGLE,defect,2026-07-30,39,major,,false,traffic_block,411,18,none,true,true,true,scheduled
ENG-2026-04077,TMS,TMS-04077,ENG,ENG-TURNOUT-TAMP,TO-AJJ-04,node,,AJJ,69.00,69.00,,emergency_followup,2026-06-21,50,major,,false,traffic_block,254,9,tamper,true,true,true,done
TRD-2026-01027,TDMS,TDMS-01027,TRD,TRD-OHE-WIRE-RENEW,CW-MSMBM-08,edge,MS-MBM-UP_SUB,,4.51,5.51,UP_SUB,defect,2026-08-31,7,critical,2026-09-20,true,power_block,252,9,OHE_tower_car,true,true,true,scheduled
ENG-2026-04078,TMS,TMS-04078,ENG,ENG-SLEEPER-RENEWAL,SL-TRLAJJ-27,edge,TRL-AJJ-UP,,64.41,64.91,UP,defect,2026-08-03,9,major,,false,traffic_block,281,17,none,true,true,true,done
ENG-2026-04079,TMS,TMS-04079,ENG,ENG-DESTRESSING,RL-MJRPON-01,edge,MJR-PON-DN,,29.30,30.30,DN,routine,2026-08-07,9,3,,false,traffic_block,276,11,none,true,false,true,done
SNT-2026-00530,SMMS,SMMS-00530,SNT,SNT-TRACK-CIRCUIT,TC-CJTMLP-03,edge,CJ-TMLP-SINGLE,,105.92,106.42,SINGLE,overdue,2026-04-21,9,minor,2026-07-21,false,disconnection,90,3,none,true,true,true,done
TRD-2026-01028,TDMS,TDMS-01028,TRD,TRD-OHE-INSP,OHE-TNPENR-03,edge,TNP-ENR-DN,,6.50,10.50,DN,routine,2026-03-15,172,major,,false,power_block,111,4,OHE_tower_car,false,false,true,done
SNT-2026-00531,SMMS,SMMS-00531,SNT,SNT-TRACK-CIRCUIT,TC-AVDTI-01,edge,AVD-TI-DN,,28.62,29.00,DN,overdue,2026-07-21,48,major,2026-09-23,false,disconnection,116,3,none,true,true,true,scheduled
TRD-2026-01029,TDMS,TDMS-01029,TRD,TRD-OHE-DROPPER,CW-ABUAVD-06,edge,ABU-AVD-UP,,17.26,17.76,UP,overdue,2026-05-23,80,minor,,false,power_block,127,5,OHE_tower_car,true,false,true,done
SNT-2026-00532,SMMS,SMMS-00532,SNT,SNT-SIGNAL-REPLACE,SG-GISTM-04,edge,GI-STM-UP_SUB,,16.82,16.92,UP_SUB,proactive,2026-04-14,9,minor,,false,disconnection,189,5,none,true,true,true,done
ENG-2026-04080,TMS,TMS-04080,ENG,ENG-TURNOUT-OVERHAUL,TO-MSB-03,node,,MSB,0.00,0.00,,overdue,2026-05-07,40,minor,,false,traffic_block,307,13,none,true,true,true,done
ENG-2026-04081,TMS,TMS-04081,ENG,ENG-SLEEPER-RENEWAL,SL-MJRPON-01,edge,MJR-PON-DN,,27.59,28.09,DN,defect,2026-08-20,10,minor,2026-12-07,false,traffic_block,261,18,none,false,true,true,done
ENG-2026-04082,TMS,TMS-04082,ENG,ENG-CURVE-REALIGN,BL-MSMBM-02,edge,MS-MBM-DN,,6.29,7.09,DN,overdue,2026-01-30,119,major,,false,traffic_block,223,11,tamper,true,true,true,done
TRD-2026-01030,TDMS,TDMS-01030,TRD,TRD-OHE-MAST,MST-STMPV-06,edge,STM-PV-UP,,20.20,20.40,UP,routine,2026-08-16,12,minor,2026-10-19,false,power_block,128,6,OHE_tower_car,false,true,true,done
SNT-2025-00533,SMMS,SMMS-00533,SNT,SNT-TRACK-CIRCUIT,TC-TITRL-06,edge,TI-TRL-DN_SUB,,39.92,40.42,DN_SUB,overdue,2025-12-22,53,major,,false,disconnection,119,3,none,true,true,true,done
ENG-2025-04083,TMS,TMS-04083,ENG,ENG-RAIL-RENEWAL,RL-PERABU-23,edge,PER-ABU-UP_SUB,,7.41,7.91,UP_SUB,emergency_followup,2025-12-31,147,2,,false,traffic_block,498,23,none,true,true,true,done
SNT-2026-00534,SMMS,SMMS-00534,SNT,SNT-TRACK-CIRCUIT,TC-AVDTI-02,edge,AVD-TI-DN,,27.80,28.30,DN,overdue,2026-01-27,128,minor,,false,disconnection,82,3,none,true,true,true,done
ENG-2025-04084,TMS,TMS-04084,ENG,ENG-TURNOUT-TAMP,TO-AJJ-01,node,,AJJ,69.00,69.00,,overdue,2025-09-22,186,major,,false,traffic_block,192,9,tamper,true,true,true,done
ENG-2026-04085,TMS,TMS-04085,ENG,ENG-USFD-TEST,RL-TRLAJJ-48,edge,TRL-AJJ-UP,,42.59,50.59,UP,overdue,2026-08-21,15,3,,false,traffic_block,161,3,USFD_car,true,false,true,done
ENG-2026-04086,TMS,TMS-04086,ENG,ENG-TURNOUT-TAMP,TO-AVD-06,node,,AVD,21.00,21.00,,overdue,2026-06-05,91,minor,,false,traffic_block,217,10,tamper,true,true,true,done
ENG-2025-04087,TMS,TMS-04087,ENG,ENG-TURNOUT-OVERHAUL,TO-MAS-06,node,,MAS,0.00,0.00,,routine,2025-11-08,205,minor,,false,traffic_block,231,15,none,false,true,true,done
ENG-2025-04088,TMS,TMS-04088,ENG,ENG-SLEEPER-RENEWAL,SL-CJTMLP-02,edge,CJ-TMLP-SINGLE,,97.63,98.13,SINGLE,defect,2025-10-05,89,minor,,false,traffic_block,271,16,none,true,true,true,done
ENG-2025-04089,TMS,TMS-04089,ENG,ENG-TURNOUT-OVERHAUL,TO-GPD-06,node,,GPD,47.00,47.00,,overdue,2025-10-20,310,minor,2026-02-12,false,traffic_block,234,12,none,true,true,true,done
ENG-2026-04090,TMS,TMS-04090,ENG,ENG-SLEEPER-RENEWAL,SL-ENRMJR-05,edge,ENR-MJR-UP,,23.86,24.36,UP,proactive,2026-02-17,6,minor,,false,traffic_block,360,20,none,true,true,true,done
SNT-2026-00535,SMMS,SMMS-00535,SNT,SNT-TRACK-CIRCUIT,TC-TKOAJJ-01,edge,TKO-AJJ-SINGLE,,125.57,126.07,SINGLE,routine,2026-08-11,27,minor,,false,disconnection,121,3,none,true,true,true,scheduled
ENG-2025-04091,TMS,TMS-04091,ENG,ENG-RAIL-WELD,RL-TITRL-28,edge,TI-TRL-UP_SUB,,38.10,39.10,UP_SUB,defect,2025-12-06,69,IMDT,2025-12-09,true,traffic_block,237,6,none,false,false,true,done
ENG-2026-04092,TMS,TMS-04092,ENG,ENG-TURNOUT-OVERHAUL,TO-TRL-04,node,,TRL,42.00,42.00,,overdue,2026-03-30,25,minor,,false,traffic_block,293,12,none,true,true,true,done
ENG-2026-04093,TMS,TMS-04093,ENG,ENG-RAIL-GRIND,RL-MSBMS-10,edge,MSB-MS-UP_SUB,,2.67,4.30,UP_SUB,overdue,2026-08-19,19,2,,false,traffic_block,135,4,rail_grinder,true,false,true,scheduled
TRD-2026-01031,TDMS,TDMS-01031,TRD,TRD-OHE-MAST,MST-ENRMJR-02,edge,ENR-MJR-DN,,21.78,21.98,DN,overdue,2026-06-22,70,minor,,false,power_block,132,7,OHE_tower_car,true,true,true,deferred
SNT-2025-00536,SMMS,SMMS-00536,SNT,SNT-POINT-SERVICE,PT-AVD-08,node,,AVD,21.00,21.00,,overdue,2025-11-27,104,minor,,false,disconnection,46,3,none,true,false,true,done
ENG-2026-04094,TMS,TMS-04094,ENG,ENG-TRACK-PATROL,,edge,CGL-WJ-SINGLE,,62.51,64.51,SINGLE,routine,2026-08-23,15,major,2026-11-29,false,none,89,2,none,false,false,false,pending
SNT-2026-00537,SMMS,SMMS-00537,SNT,SNT-SIGNAL-LAMP,SG-TKOAJJ-04,edge,TKO-AJJ-SINGLE,,121.39,121.49,SINGLE,proactive,2026-05-16,51,major,,false,none,61,2,none,true,false,true,done
TRD-2026-01032,TDMS,TDMS-01032,TRD,TRD-OHE-MAST,MST-PVTBM-08,edge,PV-TBM-UP_SUB,,25.19,25.39,UP_SUB,overdue,2026-04-11,31,minor,,false,power_block,129,6,OHE_tower_car,true,true,true,deferred
ENG-2026-04095,TMS,TMS-04095,ENG,ENG-SLEEPER-RENEWAL,SL-TRLAJJ-19,edge,TRL-AJJ-UP,,44.38,44.88,UP,defect,2026-05-25,42,major,,false,traffic_block,386,20,none,false,true,true,done
ENG-2026-04096,TMS,TMS-04096,ENG,ENG-RAIL-GRIND,RL-ENRMJR-03,edge,ENR-MJR-DN,,23.92,26.00,DN,routine,2026-01-08,125,3,,false,traffic_block,165,4,rail_grinder,true,false,true,deferred
SNT-2026-00538,SMMS,SMMS-00538,SNT,SNT-SIGNAL-REPLACE,SG-PERABU-12,edge,PER-ABU-UP,,9.25,9.35,UP,emergency_followup,2026-01-17,9,major,,false,disconnection,196,6,none,true,true,true,cancelled
ENG-2025-04097,TMS,TMS-04097,ENG,ENG-CURVE-REALIGN,BL-ABUAVD-02,edge,ABU-AVD-DN,,17.99,18.79,DN,overdue,2025-12-31,146,critical,2026-01-14,true,traffic_block,260,10,tamper,true,true,true,done
ENG-2026-04098,TMS,TMS-04098,ENG,ENG-RAIL-WELD,RL-MSMBM-07,edge,MS-MBM-DN_SUB,,8.90,9.90,DN_SUB,defect,2026-05-11,36,1,2026-05-23,true,traffic_block,166,7,none,true,false,true,done
ENG-2026-04099,TMS,TMS-04099,ENG,ENG-TRACK-PATROL,,edge,BBQ-PER-DN_SUB,,3.16,5.00,DN_SUB,overdue,2026-07-07,7,major,,false,none,68,2,none,true,false,false,done
SNT-2026-00539,SMMS,SMMS-00539,SNT,SNT-AXLE-COUNTER,AC-AVDTI-02,edge,AVD-TI-DN,,27.21,27.51,DN,overdue,2026-06-09,55,minor,,false,disconnection,69,3,none,true,true,true,done
ENG-2026-04100,TMS,TMS-04100,ENG,ENG-SLEEPER-RENEWAL,SL-ENRMJR-05,edge,ENR-MJR-UP,,23.86,24.36,UP,proactive,2026-07-14,55,minor,2026-08-20,false,traffic_block,334,20,none,true,true,true,pending
TRD-2026-01033,TDMS,TDMS-01033,TRD,TRD-OHE-YARD,OHE-MAS-01,node,,MAS,0.00,0.00,,proactive,2026-08-27,11,minor,,false,power_block,211,5,OHE_tower_car,true,true,true,in_progress
TRD-2025-01034,TDMS,TDMS-01034,TRD,TRD-OHE-INSP,OHE-PERABU-02,edge,PER-ABU-DN,,10.31,14.31,DN,routine,2025-10-29,77,minor,,false,power_block,104,4,OHE_tower_car,true,false,true,deferred
SNT-2026-00540,SMMS,SMMS-00540,SNT,SNT-POINT-REPLACE,PT-PER-03,node,,PER,5.00,5.00,,defect,2026-07-08,14,minor,,false,disconnection,226,4,none,false,false,true,done
ENG-2025-04101,TMS,TMS-04101,ENG,ENG-RAIL-RENEWAL,RL-PVTBM-01,edge,PV-TBM-DN,,26.49,26.99,DN,proactive,2025-12-19,80,3,,false,traffic_block,500,22,none,true,true,true,done
SNT-2026-00541,SMMS,SMMS-00541,SNT,SNT-TRACK-CIRCUIT,TC-MBMGI-04,edge,MBM-GI-UP_SUB,,14.36,14.86,UP_SUB,routine,2026-02-25,95,minor,,false,disconnection,68,3,none,true,true,true,done
ENG-2026-04102,TMS,TMS-04102,ENG,ENG-USFD-TEST,RL-TNPENR-04,edge,TNP-ENR-DN,,8.51,16.00,DN,overdue,2026-05-03,49,3,,false,traffic_block,138,3,USFD_car,true,false,true,done
SNT-2026-00542,SMMS,SMMS-00542,SNT,SNT-TRACK-CIRCUIT,TC-PONGPD-06,edge,PON-GPD-UP,,41.47,41.97,UP,overdue,2026-01-12,55,major,2026-03-21,false,disconnection,74,3,none,true,true,true,deferred
ENG-2026-04103,TMS,TMS-04103,ENG,ENG-SLEEPER-RENEWAL,SL-TRLAJJ-08,edge,TRL-AJJ-DN,,56.93,57.43,DN,defect,2026-03-28,144,major,,false,traffic_block,415,18,none,false,true,true,done
ENG-2026-04104,TMS,TMS-04104,ENG,ENG-SLEEPER-RENEWAL,SL-TITRL-11,edge,TI-TRL-UP,,36.40,36.90,UP,defect,2026-05-05,22,minor,2026-07-26,false,traffic_block,316,16,none,true,true,true,done
ENG-2026-04105,TMS,TMS-04105,ENG,ENG-CURVE-REALIGN,BL-TNPENR-04,edge,TNP-ENR-DN,,9.35,10.15,DN,routine,2026-01-16,209,critical,2026-02-07,true,traffic_block,244,12,tamper,true,true,true,done
ENG-2026-04106,TMS,TMS-04106,ENG,ENG-SLEEPER-RENEWAL,SL-TRLAJJ-07,edge,TRL-AJJ-DN,,52.41,52.91,DN,defect,2026-08-26,6,minor,2026-12-13,false,traffic_block,331,16,none,true,true,true,done
TRD-2026-01035,TDMS,TDMS-01035,TRD,TRD-OHE-INSULATOR,INS-MBMGI-03,edge,MBM-GI-UP,,13.84,13.94,UP,defect,2026-01-22,117,minor,,false,power_block,114,4,OHE_tower_car,true,true,true,done
ENG-2026-04107,TMS,TMS-04107,ENG,ENG-SLEEPER-RENEWAL,SL-MBMGI-04,edge,MBM-GI-UP_SUB,,11.80,12.30,UP_SUB,defect,2026-08-08,19,minor,,false,traffic_block,264,17,none,true,true,true,done
TRD-2025-01036,TDMS,TDMS-01036,TRD,TRD-NEUTRAL-SECTION,OHE-AVDTI-10,edge,AVD-TI-UP,,27.45,27.65,UP,overdue,2025-12-05,12,major,2026-01-22,false,power_block,142,6,OHE_tower_car,true,false,true,done
ENG-2026-04108,TMS,TMS-04108,ENG,ENG-USFD-TEST,RL-MSBMS-06,edge,MSB-MS-DN_SUB,,1.68,4.30,DN_SUB,routine,2026-08-02,36,2,,false,traffic_block,145,3,USFD_car,true,false,true,pending
TRD-2026-01037,TDMS,TDMS-01037,TRD,TRD-OHE-WIRE-RENEW,CW-MSMBM-07,edge,MS-MBM-UP_SUB,,6.61,7.61,UP_SUB,defect,2026-01-09,128,minor,,false,power_block,272,8,OHE_tower_car,true,true,true,done
SNT-2025-00543,SMMS,SMMS-00543,SNT,SNT-AXLE-COUNTER,AC-CGLWJ-01,edge,CGL-WJ-SINGLE,,78.06,78.36,SINGLE,emergency_followup,2025-10-07,166,major,,false,disconnection,83,3,none,true,true,true,done
SNT-2026-00544,SMMS,SMMS-00544,SNT,SNT-SIGNAL-REPLACE,SG-PERABU-08,edge,PER-ABU-DN_SUB,,14.05,14.15,DN_SUB,defect,2026-03-18,140,minor,,false,disconnection,175,6,none,true,true,true,deferred
TRD-2026-01038,TDMS,TDMS-01038,TRD,TRD-OHE-TENSION,OHE-PERABU-18,edge,PER-ABU-UP_SUB,,9.09,9.39,UP_SUB,routine,2026-02-04,76,minor,2026-04-19,false,power_block,167,5,OHE_tower_car,false,false,true,done
ENG-2026-04109,TMS,TMS-04109,ENG,ENG-SLEEPER-RENEWAL,SL-AVDTI-02,edge,AVD-TI-DN,,22.79,23.29,DN,defect,2026-04-18,96,minor,,false,traffic_block,270,16,none,true,true,true,done
ENG-2026-04110,TMS,TMS-04110,ENG,ENG-TURNOUT-OVERHAUL,TO-PER-03,node,,PER,5.00,5.00,,routine,2026-02-17,59,minor,,false,traffic_block,416,13,none,true,true,true,done
ENG-2026-04111,TMS,TMS-04111,ENG,ENG-DESTRESSING,RL-PVTBM-10,edge,PV-TBM-UP,,23.23,24.23,UP,routine,2026-07-31,38,1,2026-08-17,true,traffic_block,209,10,none,true,false,true,pending
TRD-2025-01039,TDMS,TDMS-01039,TRD,TRD-OHE-MAST,MST-TITRL-16,edge,TI-TRL-UP_SUB,,38.39,38.59,UP_SUB,routine,2025-09-10,121,minor,,false,power_block,136,7,OHE_tower_car,true,true,true,done
SNT-2026-00545,SMMS,SMMS-00545,SNT,SNT-TRACK-CIRCUIT,TC-TITRL-05,edge,TI-TRL-DN,,31.02,31.52,DN,proactive,2026-04-21,55,minor,,false,disconnection,83,3,none,true,true,true,done
SNT-2026-00546,SMMS,SMMS-00546,SNT,SNT-TRACK-CIRCUIT,TC-TKOAJJ-02,edge,TKO-AJJ-SINGLE,,120.21,120.71,SINGLE,overdue,2026-05-13,104,minor,,false,disconnection,102,4,none,true,true,true,done
TRD-2026-01040,TDMS,TDMS-01040,TRD,TRD-OHE-MAST,MST-MSBMS-05,edge,MSB-MS-UP,,1.33,1.53,UP,overdue,2026-02-19,83,minor,2026-04-17,false,power_block,212,7,OHE_tower_car,true,true,true,done
SNT-2026-00547,SMMS,SMMS-00547,SNT,SNT-POINT-REPLACE,PT-CGL-04,node,,CGL,59.84,59.84,,defect,2026-08-21,16,major,2026-10-31,false,disconnection,210,5,none,true,false,true,done
ENG-2026-04112,TMS,TMS-04112,ENG,ENG-TURNOUT-OVERHAUL,TO-MAS-03,node,,MAS,0.00,0.00,,routine,2026-04-26,102,minor,,false,traffic_block,282,12,none,true,true,true,done
SNT-2026-00548,SMMS,SMMS-00548,SNT,SNT-POINT-SERVICE,PT-MS-08,node,,MS,4.32,4.32,,overdue,2026-06-05,12,major,,false,disconnection,48,3,none,true,false,true,done
TRD-2026-01041,TDMS,TDMS-01041,TRD,TRD-NEUTRAL-SECTION,OHE-MJRPON-08,edge,MJR-PON-UP,,28.45,28.65,UP,overdue,2026-05-27,71,major,,false,power_block,189,6,OHE_tower_car,false,false,true,done
ENG-2025-04113,TMS,TMS-04113,ENG,ENG-SLEEPER-RENEWAL,SL-CJTMLP-04,edge,CJ-TMLP-SINGLE,,100.83,101.33,SINGLE,defect,2025-10-12,200,minor,,false,traffic_block,396,20,none,false,true,true,deferred
ENG-2025-04114,TMS,TMS-04114,ENG,ENG-SLEEPER-RENEWAL,SL-STMPV-07,edge,STM-PV-UP_SUB,,20.98,21.48,UP_SUB,proactive,2025-12-17,133,minor,2026-04-14,false,traffic_block,325,21,none,true,true,true,done
TRD-2026-01042,TDMS,TDMS-01042,TRD,TRD-NEUTRAL-SECTION,OHE-TRLAJJ-44,edge,TRL-AJJ-UP_SUB,,48.75,48.95,UP_SUB,overdue,2026-05-03,104,minor,,false,power_block,158,7,OHE_tower_car,false,false,true,cancelled
ENG-2025-04115,TMS,TMS-04115,ENG,ENG-DESTRESSING,RL-MSMBM-17,edge,MS-MBM-UP_SUB,,7.75,8.75,UP_SUB,routine,2025-12-21,159,1,2026-01-09,true,traffic_block,283,13,none,true,false,true,done
TRD-2026-01043,TDMS,TDMS-01043,TRD,TRD-OHE-EARTHING,OHE-TRLAJJ-16,edge,TRL-AJJ-DN_SUB,,67.69,68.50,DN_SUB,overdue,2026-07-18,15,major,,false,power_block,64,3,none,true,false,true,done
ENG-2025-04116,TMS,TMS-04116,ENG,ENG-TURNOUT-OVERHAUL,TO-MS-04,node,,MS,4.32,4.32,,overdue,2025-10-22,237,minor,,false,traffic_block,347,13,none,true,true,true,done
ENG-2025-04117,TMS,TMS-04117,ENG,ENG-BALLAST-REGULATE,BL-TRLAJJ-04,edge,TRL-AJJ-DN,,57.22,59.22,DN,overdue,2025-09-10,327,major,,false,traffic_block,91,4,ballast_regulator,true,true,true,done
SNT-2026-00549,SMMS,SMMS-00549,SNT,SNT-POINT-REPLACE,PT-TNP-01,node,,TNP,5.00,5.00,,defect,2026-01-19,157,major,,false,disconnection,173,4,none,false,false,true,done
ENG-2026-04118,TMS,TMS-04118,ENG,ENG-RAIL-WELD,RL-TITRL-32,edge,TI-TRL-UP_SUB,,30.36,31.36,UP_SUB,defect,2026-08-20,18,IMDT,2026-08-23,true,traffic_block,149,7,none,false,false,true,pending
ENG-2026-04119,TMS,TMS-04119,ENG,ENG-TRACK-PATROL,,edge,PER-ABU-DN_SUB,,7.52,9.52,DN_SUB,proactive,2026-02-19,56,minor,2026-05-30,false,none,119,2,none,true,false,false,done
SNT-2025-00550,SMMS,SMMS-00550,SNT,SNT-CABLE-LAY,,edge,MAS-BBQ-UP,,0.36,1.36,UP,defect,2025-12-30,159,minor,,false,none,242,8,none,true,true,false,done
ENG-2025-04120,TMS,TMS-04120,ENG,ENG-RAIL-WELD,RL-ENRMJR-09,edge,ENR-MJR-UP,,17.48,18.48,UP,defect,2025-11-05,54,2,2025-12-15,false,traffic_block,165,8,none,true,false,true,done
TRD-2026-01044,TDMS,TDMS-01044,TRD,TRD-OHE-EARTHING,OHE-MSBMS-04,edge,MSB-MS-DN_SUB,,3.47,4.30,DN_SUB,routine,2026-07-02,66,minor,,false,power_block,61,3,none,true,false,true,done
TRD-2025-01045,TDMS,TDMS-01045,TRD,TRD-OHE-DROPPER,CW-TITRL-10,edge,TI-TRL-UP,,36.37,36.87,UP,routine,2025-12-10,21,minor,,false,power_block,79,4,OHE_tower_car,true,false,true,done
ENG-2025-04121,TMS,TMS-04121,ENG,ENG-BRIDGE-INSP,BR-CGLWJ-01,edge,CGL-WJ-SINGLE,,77.81,77.91,SINGLE,routine,2025-10-23,235,major,,false,traffic_block,122,4,none,true,true,false,done
ENG-2025-04122,TMS,TMS-04122,ENG,ENG-YARD-PWAY,BL-MAS-07,node,,MAS,0.00,0.00,,routine,2025-10-30,263,minor,,false,traffic_block,196,8,none,true,true,true,done
TRD-2026-01046,TDMS,TDMS-01046,TRD,TRD-OHE-MAST,MST-PERABU-07,edge,PER-ABU-DN_SUB,,8.80,9.00,DN_SUB,overdue,2026-02-22,196,minor,,false,power_block,209,6,OHE_tower_car,true,true,true,done
TRD-2025-01047,TDMS,TDMS-01047,TRD,TRD-OHE-INSULATOR,INS-PERABU-03,edge,PER-ABU-DN_SUB,,14.03,14.13,DN_SUB,defect,2025-09-16,311,major,2025-10-21,false,power_block,71,5,OHE_tower_car,false,true,true,done
ENG-2026-04123,TMS,TMS-04123,ENG,ENG-SLEEPER-RENEWAL,SL-MSBMS-08,edge,MSB-MS-UP_SUB,,1.09,1.59,UP_SUB,defect,2026-03-25,21,minor,2026-04-25,false,traffic_block,397,21,none,true,true,true,done
ENG-2026-04124,TMS,TMS-04124,ENG,ENG-CURVE-REALIGN,BL-AVDTI-01,edge,AVD-TI-DN,,23.75,24.55,DN,routine,2026-09-04,3,major,,false,traffic_block,226,13,tamper,true,true,true,scheduled
ENG-2026-04125,TMS,TMS-04125,ENG,ENG-SLEEPER-RENEWAL,SL-BBQTNP-01,edge,BBQ-TNP-DN,,2.12,2.62,DN,defect,2026-01-13,21,major,,false,traffic_block,320,16,none,true,true,true,done
SNT-2026-00551,SMMS,SMMS-00551,SNT,SNT-TRACK-CIRCUIT,TC-STMPV-07,edge,STM-PV-UP_SUB,,22.87,23.10,UP_SUB,overdue,2026-07-04,33,critical,2026-07-29,true,disconnection,93,3,none,true,true,true,done
ENG-2025-04126,TMS,TMS-04126,ENG,ENG-RAIL-WELD,RL-TRLAJJ-52,edge,TRL-AJJ-UP_SUB,,61.60,62.60,UP_SUB,proactive,2025-11-05,115,2,,false,traffic_block,243,6,none,true,false,true,done
ENG-2026-04127,TMS,TMS-04127,ENG,ENG-TURNOUT-OVERHAUL,TO-BBQ-01,node,,BBQ,2.00,2.00,,routine,2026-02-16,177,major,,false,traffic_block,393,13,none,true,true,true,done
ENG-2026-04128,TMS,TMS-04128,ENG,ENG-TAMPING,BL-ENRMJR-08,edge,ENR-MJR-UP,,23.46,25.46,UP,overdue,2026-08-24,8,minor,,false,traffic_block,224,9,tamper,true,true,true,done
ENG-2026-04129,TMS,TMS-04129,ENG,ENG-TURNOUT-OVERHAUL,TO-MS-04,node,,MS,4.32,4.32,,routine,2026-08-13,25,major,2026-09-16,false,traffic_block,357,16,none,true,true,true,scheduled
SNT-2026-00552,SMMS,SMMS-00552,SNT,SNT-AXLE-COUNTER,AC-ABUAVD-04,edge,ABU-AVD-UP_SUB,,17.14,17.44,UP_SUB,routine,2026-08-30,5,minor,,false,disconnection,96,3,none,true,true,true,done
ENG-2025-04130,TMS,TMS-04130,ENG,ENG-TRACK-PATROL,,edge,MSB-MS-UP,,0.23,2.23,UP,proactive,2025-11-30,207,major,,false,none,104,2,none,false,false,false,done
